STATISTIC,STATISTIC Label,TLIST(M1),Month,C02068V02499,Type of Feedstuff,UNIT,VALUE
AJM08,Feed Stuff Price,202006,2020 June,7,Flaked maize,Euro per Tonne,373.0
AJM08,Feed Stuff Price,202006,2020 June,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,10,Pig fattening meal (13-15% protein),Euro per Tonne,325.0
AJM08,Feed Stuff Price,202006,2020 June,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,378.0
AJM08,Feed Stuff Price,202006,2020 June,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,320.0
AJM08,Feed Stuff Price,202006,2020 June,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,282.0
AJM08,Feed Stuff Price,202006,2020 June,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202006,2020 June,18,Dairy meal (16-18% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,202006,2020 June,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,22,Layers' mash (14-16% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202006,2020 June,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202006,2020 June,24,Broiler finisher (19-21% protein),Euro per Tonne,398.0
AJM08,Feed Stuff Price,202006,2020 June,25,Milk replacer,Euro per Tonne,2165.0
AJM08,Feed Stuff Price,202006,2020 June,26,Wheat,Euro per Tonne,231.0
AJM08,Feed Stuff Price,202006,2020 June,27,Ewe feed coarse (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202006,2020 June,28,Ewe pellets/nuts (16-20%),Euro per Tonne,299.0
AJM08,Feed Stuff Price,202006,2020 June,29,Lamb feed (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202006,2020 June,30,Cattle fattening meal (13-15% protein),Euro per Tonne,276.0
AJM08,Feed Stuff Price,202007,2020 July,1,Rolled barley,Euro per Tonne,219.0
AJM08,Feed Stuff Price,202007,2020 July,4,Soya bean meal,Euro per Tonne,384.0
AJM08,Feed Stuff Price,202007,2020 July,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,6,Maize meal,Euro per Tonne,231.0
AJM08,Feed Stuff Price,202007,2020 July,7,Flaked maize,Euro per Tonne,373.0
AJM08,Feed Stuff Price,202007,2020 July,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,10,Pig fattening meal (13-15% protein),Euro per Tonne,325.0
AJM08,Feed Stuff Price,202007,2020 July,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,378.0
AJM08,Feed Stuff Price,202007,2020 July,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,320.0
AJM08,Feed Stuff Price,202007,2020 July,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,282.0
AJM08,Feed Stuff Price,202007,2020 July,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202007,2020 July,18,Dairy meal (16-18% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,202007,2020 July,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,22,Layers' mash (14-16% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202007,2020 July,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202007,2020 July,24,Broiler finisher (19-21% protein),Euro per Tonne,398.0
AJM08,Feed Stuff Price,202007,2020 July,25,Milk replacer,Euro per Tonne,2165.0
AJM08,Feed Stuff Price,202007,2020 July,26,Wheat,Euro per Tonne,230.0
AJM08,Feed Stuff Price,202007,2020 July,27,Ewe feed coarse (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202007,2020 July,28,Ewe pellets/nuts (16-20%),Euro per Tonne,299.0
AJM08,Feed Stuff Price,202007,2020 July,29,Lamb feed (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202007,2020 July,30,Cattle fattening meal (13-15% protein),Euro per Tonne,276.0
AJM08,Feed Stuff Price,202008,2020 August,1,Rolled barley,Euro per Tonne,219.0
AJM08,Feed Stuff Price,202008,2020 August,4,Soya bean meal,Euro per Tonne,382.0
AJM08,Feed Stuff Price,202008,2020 August,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,6,Maize meal,Euro per Tonne,231.0
AJM08,Feed Stuff Price,202008,2020 August,7,Flaked maize,Euro per Tonne,371.0
AJM08,Feed Stuff Price,202008,2020 August,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,320.0
AJM08,Feed Stuff Price,202008,2020 August,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,283.0
AJM08,Feed Stuff Price,202008,2020 August,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202008,2020 August,18,Dairy meal (16-18% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,202008,2020 August,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,22,Layers' mash (14-16% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202008,2020 August,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202008,2020 August,24,Broiler finisher (19-21% protein),Euro per Tonne,398.0
AJM08,Feed Stuff Price,202008,2020 August,25,Milk replacer,Euro per Tonne,2165.0
AJM08,Feed Stuff Price,202008,2020 August,26,Wheat,Euro per Tonne,233.0
AJM08,Feed Stuff Price,202008,2020 August,27,Ewe feed coarse (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202008,2020 August,28,Ewe pellets/nuts (16-20%),Euro per Tonne,299.0
AJM08,Feed Stuff Price,202008,2020 August,29,Lamb feed (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202008,2020 August,30,Cattle fattening meal (13-15% protein),Euro per Tonne,276.0
AJM08,Feed Stuff Price,202009,2020 September,1,Rolled barley,Euro per Tonne,221.0
AJM08,Feed Stuff Price,202009,2020 September,4,Soya bean meal,Euro per Tonne,383.0
AJM08,Feed Stuff Price,202009,2020 September,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,6,Maize meal,Euro per Tonne,231.0
AJM08,Feed Stuff Price,202009,2020 September,7,Flaked maize,Euro per Tonne,371.0
AJM08,Feed Stuff Price,202009,2020 September,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,318.0
AJM08,Feed Stuff Price,202009,2020 September,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,282.0
AJM08,Feed Stuff Price,202009,2020 September,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202009,2020 September,18,Dairy meal (16-18% protein),Euro per Tonne,272.0
AJM08,Feed Stuff Price,202009,2020 September,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,22,Layers' mash (14-16% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202009,2020 September,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202009,2020 September,24,Broiler finisher (19-21% protein),Euro per Tonne,398.0
AJM08,Feed Stuff Price,202009,2020 September,25,Milk replacer,Euro per Tonne,2165.0
AJM08,Feed Stuff Price,202009,2020 September,26,Wheat,Euro per Tonne,233.0
AJM08,Feed Stuff Price,202009,2020 September,27,Ewe feed coarse (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202009,2020 September,28,Ewe pellets/nuts (16-20%),Euro per Tonne,298.0
AJM08,Feed Stuff Price,202009,2020 September,29,Lamb feed (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202009,2020 September,30,Cattle fattening meal (13-15% protein),Euro per Tonne,275.0
AJM08,Feed Stuff Price,202010,2020 October,1,Rolled barley,Euro per Tonne,225.0
AJM08,Feed Stuff Price,202010,2020 October,4,Soya bean meal,Euro per Tonne,404.0
AJM08,Feed Stuff Price,202010,2020 October,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,6,Maize meal,Euro per Tonne,234.0
AJM08,Feed Stuff Price,202010,2020 October,7,Flaked maize,Euro per Tonne,374.0
AJM08,Feed Stuff Price,202010,2020 October,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,322.0
AJM08,Feed Stuff Price,202010,2020 October,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,283.0
AJM08,Feed Stuff Price,202010,2020 October,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,293.0
AJM08,Feed Stuff Price,202010,2020 October,18,Dairy meal (16-18% protein),Euro per Tonne,275.0
AJM08,Feed Stuff Price,202010,2020 October,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,22,Layers' mash (14-16% protein),Euro per Tonne,363.0
AJM08,Feed Stuff Price,202010,2020 October,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202010,2020 October,24,Broiler finisher (19-21% protein),Euro per Tonne,399.0
AJM08,Feed Stuff Price,202010,2020 October,25,Milk replacer,Euro per Tonne,2162.0
AJM08,Feed Stuff Price,202010,2020 October,26,Wheat,Euro per Tonne,237.0
AJM08,Feed Stuff Price,202010,2020 October,27,Ewe feed coarse (16-20% protein),Euro per Tonne,292.0
AJM08,Feed Stuff Price,202010,2020 October,28,Ewe pellets/nuts (16-20%),Euro per Tonne,299.0
AJM08,Feed Stuff Price,202010,2020 October,29,Lamb feed (16-20% protein),Euro per Tonne,293.0
AJM08,Feed Stuff Price,202010,2020 October,30,Cattle fattening meal (13-15% protein),Euro per Tonne,276.0
AJM08,Feed Stuff Price,202011,2020 November,1,Rolled barley,Euro per Tonne,227.0
AJM08,Feed Stuff Price,202011,2020 November,4,Soya bean meal,Euro per Tonne,443.0
AJM08,Feed Stuff Price,202011,2020 November,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,6,Maize meal,Euro per Tonne,243.0
AJM08,Feed Stuff Price,202011,2020 November,7,Flaked maize,Euro per Tonne,378.0
AJM08,Feed Stuff Price,202011,2020 November,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,325.0
AJM08,Feed Stuff Price,202011,2020 November,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,286.0
AJM08,Feed Stuff Price,202011,2020 November,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,297.0
AJM08,Feed Stuff Price,202011,2020 November,18,Dairy meal (16-18% protein),Euro per Tonne,276.0
AJM08,Feed Stuff Price,202011,2020 November,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,22,Layers' mash (14-16% protein),Euro per Tonne,365.0
AJM08,Feed Stuff Price,202011,2020 November,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202011,2020 November,24,Broiler finisher (19-21% protein),Euro per Tonne,399.0
AJM08,Feed Stuff Price,202011,2020 November,25,Milk replacer,Euro per Tonne,2163.0
AJM08,Feed Stuff Price,202011,2020 November,26,Wheat,Euro per Tonne,239.0
AJM08,Feed Stuff Price,202011,2020 November,27,Ewe feed coarse (16-20% protein),Euro per Tonne,293.0
AJM08,Feed Stuff Price,202011,2020 November,28,Ewe pellets/nuts (16-20%),Euro per Tonne,299.0
AJM08,Feed Stuff Price,202011,2020 November,29,Lamb feed (16-20% protein),Euro per Tonne,294.0
AJM08,Feed Stuff Price,202011,2020 November,30,Cattle fattening meal (13-15% protein),Euro per Tonne,279.0
AJM08,Feed Stuff Price,202012,2020 December,1,Rolled barley,Euro per Tonne,231.0
AJM08,Feed Stuff Price,202012,2020 December,4,Soya bean meal,Euro per Tonne,452.0
AJM08,Feed Stuff Price,202012,2020 December,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,6,Maize meal,Euro per Tonne,248.0
AJM08,Feed Stuff Price,202012,2020 December,7,Flaked maize,Euro per Tonne,383.0
AJM08,Feed Stuff Price,202012,2020 December,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,330.0
AJM08,Feed Stuff Price,202012,2020 December,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,290.0
AJM08,Feed Stuff Price,202012,2020 December,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,302.0
AJM08,Feed Stuff Price,202012,2020 December,18,Dairy meal (16-18% protein),Euro per Tonne,283.0
AJM08,Feed Stuff Price,202012,2020 December,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,22,Layers' mash (14-16% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202012,2020 December,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202012,2020 December,24,Broiler finisher (19-21% protein),Euro per Tonne,399.0
AJM08,Feed Stuff Price,202012,2020 December,25,Milk replacer,Euro per Tonne,2165.0
AJM08,Feed Stuff Price,202012,2020 December,26,Wheat,Euro per Tonne,242.0
AJM08,Feed Stuff Price,202012,2020 December,27,Ewe feed coarse (16-20% protein),Euro per Tonne,297.0
AJM08,Feed Stuff Price,202012,2020 December,28,Ewe pellets/nuts (16-20%),Euro per Tonne,304.0
AJM08,Feed Stuff Price,202012,2020 December,29,Lamb feed (16-20% protein),Euro per Tonne,300.0
AJM08,Feed Stuff Price,202012,2020 December,30,Cattle fattening meal (13-15% protein),Euro per Tonne,284.0
AJM08,Feed Stuff Price,202101,2021 January,1,Rolled barley,Euro per Tonne,234.0
AJM08,Feed Stuff Price,202101,2021 January,4,Soya bean meal,Euro per Tonne,479.0
AJM08,Feed Stuff Price,202101,2021 January,5,Barley meal,Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,6,Maize meal,Euro per Tonne,253.0
AJM08,Feed Stuff Price,202101,2021 January,7,Flaked maize,Euro per Tonne,385.0
AJM08,Feed Stuff Price,202101,2021 January,9,Pig grower (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,10,Pig fattening meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,11,Sow breeder (14-16% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,12,"Sow, weaner and 'bonham' meal (16-17.5% protein)",Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,13,Calf nuts and cubes (16-18% protein),Euro per Tonne,334.0
AJM08,Feed Stuff Price,202101,2021 January,14,Calf meal (16-18% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,15,Calf nuts and cubes (14-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,16,Cattle fattening nuts and cubes (13-15% protein),Euro per Tonne,294.0
AJM08,Feed Stuff Price,202101,2021 January,17,Dairy nuts and cubes (16-18% protein),Euro per Tonne,307.0
AJM08,Feed Stuff Price,202101,2021 January,18,Dairy meal (16-18% protein),Euro per Tonne,289.0
AJM08,Feed Stuff Price,202101,2021 January,19,Dairy nuts and cubes (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,20,Dairy meal (13-15% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,21,Chick mash (18-20% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,22,Layers' mash (14-16% protein),Euro per Tonne,368.0
AJM08,Feed Stuff Price,202101,2021 January,23,Broiler starter (22-24% protein),Euro per Tonne,
AJM08,Feed Stuff Price,202101,2021 January,24,Broiler finisher (19-21% protein),Euro per Tonne,403.0
